TICKER,ISIN,INDUSTRY,TR_ANALYTICCO2,TR_ANALYTICTOTALWASTE,TR_ENVPRODUCTS,TR_ANALYTICENVRND,TR_ANALYTICWATERUSE,TR_ANALYTICENERGYUSE,TR_POLICYHUMANRIGHTS,TR_POLICYRESPONSIBLEMARKETING,TR_PRODUCTQUALITYMONITORING,TR_POLICYDATAPRIVACY,TR_WOMENEMPLOYEES,TR_AVGTRAININGHOURS,TR_TRADEUNIONREP,TR_ANALYTICLOSTDAYS
ALVJ,FYRZ508VWYZ9,Aerospace and defense,0.23,,0.57,0.20,0.40,,0.28,,0.30,0.89,0.84,0.82,,
ALWG,COYE59SXEFE3,Diversified industries,,,0.62,,0.65,0.51,,0.82,,0.98,0.49,,0.32,
ALZW,CUMTRCHV27N1,Electronic equipment and parts,0.77,,0.03,0.52,0.04,,,0.67,0.83,,0.82,0.32,,
AMB,HIUJE6GO7L27,Industrial conglomerates,,,,,,0.51,0.59,0.61,0.57,0.75,0.34,,,0.03
AMBQ,OO8D1PHBLTQ8,Water and related utilities,,0.39,,0.39,0.52,,,,,0.33,,,,
AMBW,SPRCDFA7VJR6,Natural gas utilities,0.50,,0.46,,0.44,,0.13,,0.95,0.02,0.90,,,0.30
AMCB,JEH7AS3QBUU1,Real estate operations,,0.45,,,,,0.93,0.44,,0.32,0.29,0.31,,
AMCM,OMB9YY6AYU59,Aerospace and defense,,,0.11,,0.05,0.98,0.69,0.76,,0.94,0.12,,,0.36
AMG,SNC2ZJSPWXP7,Media and publishing,0.46,0.42,0.12,0.20,0.08,0.15,0.54,0.89,,0.54,,,,0.93
AMHN,GBIE1FNUCZG2,Investment holding companies,0.98,,,,0.35,,0.98,0.92,,0.86,,0.90,0.25,0.89
AML,WCIV4SKSWKR0,Personal and household,0.00,,,0.79,,,,0.15,0.59,,0.44,0.69,,
AMLI,HZ9RE9UU0M17,Telecommunications services,0.58,0.82,,0.47,,0.84,0.03,0.92,0.45,,0.35,,0.86,
AMLY,FR9423FGEAU7,Insurance,,,,,,0.39,,,0.37,0.64,0.42,,,
AMR,PSA1JB1N2Q64,Renewable energy,,,,0.19,0.80,0.84,0.20,,,0.75,,0.85,,0.37
AMTB,QSUYITQ03C49,Uranium,0.59,,,,0.01,0.94,0.18,,0.12,,0.95,0.91,0.28,0.20
AMUD,CI3RSNFXCFD7,Metals and mining,,,0.59,,0.77,0.49,0.13,0.00,0.24,,,,0.63,0.12
ANB,WKCVNJW19NU6,Electronic equipment and parts,0.93,,,,0.21,,,,,,,,0.95,
ANE,VLLT42ZM3HW4,Aerospace and defense,0.73,0.28,,0.68,,0.12,,,0.20,0.24,0.21,0.70,,0.37
ANE,SDM5VJ9IIXG4,Hotels and entertainment services,0.88,,0.83,,0.66,0.17,0.20,,,0.49,0.83,0.19,0.60,
ANEJ,QWXSN5RG5QX1,Insurance,0.60,,0.71,0.36,,,0.22,0.04,,0.62,0.99,,0.25,
ANF,OUCAWECVCDM2,Construction materials,,,0.65,,,0.73,0.70,,0.47,,,0.92,,
ANGL,IQ66DETDIFG1,Renewable energy,0.75,,0.46,0.21,0.53,0.09,,,0.48,0.77,0.95,0.74,0.14,0.51
ANH,QXCIJMIBKBN3,Oil and gas,,,,,0.66,0.34,,,0.43,0.20,0.33,0.01,,0.38
ANHH,GRH3H8CIP6N6,Paper and forest products,0.17,0.62,0.76,0.79,,,0.89,,,,,,,0.48
ANHN,IFYQLWX38AA1,Beverages,0.58,,,0.01,,,,,0.88,0.68,,0.46,,1.00
ANI,GL8B5WTXY9C4,Insurance,0.74,,,0.61,,0.74,,0.43,,0.92,0.45,0.46,,0.80
ANII,GGCTK0T1CJK2,Telecommunications services,,0.19,,0.76,,0.66,,,0.56,,0.66,,0.54,
ANM,IBUAH9FS7KK0,Hotels and entertainment services,,0.50,0.32,0.16,0.59,0.13,,0.19,0.37,0.64,,0.38,,0.15
ANN,BT40RH67X2K0,Software and IT services,0.86,,0.08,0.24,,0.00,,0.27,,,0.64,,0.32,
ANNN,GD4IQ8RUAVL4,Leisure products,0.32,0.25,,0.31,,,,0.86,0.45,0.21,0.55,,,
ANO,YIG6522FNLM7,Leisure products,,,,,0.16,0.92,0.84,0.32,,,,0.85,1.00,0.57
ANPF,SVXQVFZPOEP7,Natural gas utilities,0.59,,,0.46,0.76,,0.37,,,,0.26,0.99,0.99,
ANSG,OP9CJDAGLWV7,Collective investments,,0.97,,0.61,,,,,0.35,0.10,,,,0.85
ANSX,KU137UH1XSY9,Freight and logistics services,0.88,0.54,0.11,,0.78,,0.80,,,,,0.10,0.84,0.97
ANTG,FMJQU35YQT51,Multiline utilities,0.77,,0.06,,0.36,,,0.47,0.59,0.35,,0.01,,0.39
ANUO,QOOZD1NETGG6,Residential and commercial REITs,,0.47,0.34,,,,0.38,,0.83,0.28,0.46,0.50,,0.39
ANV,MP9TR6TQ2M39,Diversified retail,0.66,0.61,,,,,0.44,0.01,0.12,0.30,0.40,,0.57,0.03
ANW,CY34L9PDUCK0,Electronic equipment and parts,,,,,0.35,,0.67,,0.10,0.08,,,0.07,
ANXU,IYK4V21956K0,Healthcare providers and services,0.65,,0.36,0.44,0.68,0.73,0.85,0.63,0.09,0.75,,0.18,0.31,
ANYA,CC5SCHLIRDC5,Food and tobacco,0.29,,0.31,,,0.91,,0.35,0.89,,0.73,0.39,0.79,
ANZD,JTFVPDHGKWV8,Office equipment,,,0.46,0.98,,0.14,,0.28,0.90,,0.54,0.85,,0.51
ANZO,FYG3F99GOML3,Paper and forest products,,0.47,0.36,,,,0.83,0.48,0.40,,,,0.20,
AOA,SABFMQZ79YZ1,Media and publishing,0.27,0.64,,,,,0.09,,0.48,,,,,
AOB,KTUC133HMPZ4,Oil and gas,,,0.79,0.07,,,0.03,,,0.98,0.07,,,
AOB,PGATFQYBD2J7,Automobiles and auto parts,,,0.88,,0.05,,,0.34,0.91,,,,,0.05
AOB,ZRS3LA84BBA6,Semiconductors,0.12,,,,,0.11,0.43,,0.20,0.25,,0.75,0.45,
AOBD,NLUSJB9HHYT2,Specialty retailers,0.88,,0.01,,,0.55,0.33,,,,0.08,0.65,0.64,0.75
AOEJ,TBPSO4PSKDN0,Uranium,0.56,0.63,0.12,,,,0.18,0.06,,,0.82,,0.62,0.52
AOG,OQ1MNNESYM00,Renewable energy,,0.17,0.17,,0.37,0.66,,0.46,0.83,,,0.76,,
AOGK,VKZ11B1D6Z29,Construction and engineering,0.80,,,,,,0.81,,,,0.32,,,
AOH,KCRNRUGOSFG0,Software and IT services,0.45,,0.81,0.88,,0.33,0.09,,,0.51,,0.83,,
AOH,IYXD5MUPDAA3,Semiconductors,,,0.45,,,0.88,,,,0.46,0.85,0.25,,
AOI,FDR0Z98578T2,Food and tobacco,,0.09,0.59,0.76,0.31,0.73,,0.31,,0.17,0.45,,0.74,0.07
AOIW,UPQ4ZF9HLX55,Media and publishing,0.06,0.56,,0.32,,,0.47,,,,,0.91,0.43,
AOLH,DWO4F6RIGKO8,Automobiles and auto parts,,,,,,0.40,,0.85,,,0.09,0.18,,0.99
AOLS,KKMI5XOJGRP0,Semiconductors,,0.83,,,0.11,0.91,0.84,0.58,0.06,,0.41,0.32,0.18,0.69
AOMV,XSBY27FRLFI4,Professional and commercial services,,,,,0.22,0.84,,,0.73,0.61,,0.68,0.18,0.98
AON,TMEW398ON6J0,Semiconductors,0.27,0.71,0.97,,0.10,0.20,,0.71,0.26,,,0.21,0.89,
AOP,KHUTK8RL9OO1,Household goods,,0.03,0.71,0.10,0.49,0.00,0.08,,0.64,0.29,0.73,0.73,,
AOPW,MFTOW9TP4VV1,Residential and commercial REITs,0.92,,0.69,,0.65,,0.78,0.25,0.06,,,0.55,0.70,0.09
AOQH,IJ8IDXYNFDJ3,Electric utilities and IPPs,,0.25,0.81,0.97,0.65,,0.95,,0.59,0.55,0.93,0.46,,0.95
AOSX,KZIVGZNH7W23,Banking services,0.07,,,0.96,0.99,,0.07,,0.67,,0.69,0.19,,
AOT,GWZGQIKVNN28,Textiles and apparel,,,0.64,0.18,,,0.13,0.76,,,0.15,,0.57,
AOTA,BEL1ZE6RH7D0,Oil and gas,0.15,,,0.73,0.08,0.61,,,,0.93,0.01,,,
AOTH,LMF4ZTZF3LA2,Biotechnology and medical research,0.65,,0.39,0.74,0.81,0.69,0.98,,0.36,,,0.04,,
AOV,CJV0L7CJJ577,Electric utilities and IPPs,0.85,0.17,,,,0.04,0.25,,0.28,,0.37,0.14,0.45,0.04
AOW,GAQWYS8U8XL9,Healthcare providers and services,0.08,,0.19,,0.89,,,0.60,,0.06,0.90,,0.62,
AOY,DOK7JKWVLA27,Food and drug retailing,0.73,,,,,0.48,0.14,,0.35,0.01,0.75,0.52,,0.44
AOZ,AZSWT3EAV0G9,Oil and gas related equipment and services,0.93,,0.79,,0.89,,0.97,,0.26,,0.30,0.50,0.72,0.39
APA,XMR8GVEBESQ1,Natural gas utilities,,0.41,,0.97,0.11,,0.42,,0.41,,,0.98,,
APBT,YDG1WIV0P895,Paper and forest products,0.76,0.96,,,,0.00,0.73,,0.98,0.68,,,,0.19
APHU,PCXE3VVUMPJ9,Multiline utilities,,,0.89,,0.45,,,0.25,0.68,,,,0.49,0.67
APN,KWKZ7QKOP5F7,Metals and mining,,0.19,,,0.86,,0.22,0.33,0.12,,,0.43,0.93,
APV,ZQ25O7MZMO36,Beverages,0.80,,,0.16,0.38,,0.75,0.23,,0.95,,0.87,0.33,
APXE,KY7ABBZZ0UH6,Software and IT services,,,,0.70,0.43,0.34,,,,,,0.20,1.00,0.25
APY,YGZ3EHQIA2V7,Renewable energy,0.35,,,0.16,,,0.96,,0.29,0.03,0.30,0.42,0.38,
APY,PZRNGWUT0P81,Natural gas utilities,0.08,0.21,0.86,,0.43,,,0.55,0.18,0.54,0.06,,0.56,
AQBH,YIXN24XZ5D99,Office equipment,0.95,0.62,0.67,0.56,0.68,,0.04,0.45,0.08,0.10,0.72,0.91,0.08,0.33
AQCT,MZDE7ZYYLP95,Media and publishing,,,,,0.32,,0.08,0.37,0.53,0.04,,0.77,0.33,0.11
AQCY,GLF3ZFMOKA29,Communications and networking,,0.02,0.61,,,,,0.60,0.93,0.88,0.02,0.11,0.04,
AQE,MB8MAABNWEJ5,Food and tobacco,,0.88,0.02,,,0.98,,0.51,,0.98,0.50,,,0.77
AQF,IYH36YPUQN30,Banking services,0.95,,,0.16,0.79,,0.41,,,,,0.85,0.24,0.60
AQG,UI5J0JQUM3I0,Aerospace and defense,,0.99,0.74,,0.36,0.91,0.66,,,,,0.42,0.81,
AQI,UAGB80HD86N7,Telecommunications services,0.65,0.13,,0.40,,0.16,0.28,0.33,,,0.06,0.10,,
AQID,HJXFYG6TT1N1,Containers and packaging,0.26,,,0.27,0.36,,,,,,0.33,0.60,0.33,0.81
AQJ,UO6A05CTIJA7,Homebuilding and construction supplies,0.71,0.42,0.12,0.58,,,,,,,,,0.05,
AQQ,PQ1BANIWLT30,Personal and household,0.48,0.68,,,,0.45,,0.56,,,,,,
AQR,NMOFR43JXM84,Diversified retail,,0.76,,,,0.46,,,0.43,0.88,0.48,,0.87,0.27
AQSR,BCN1UNQDH761,Metals and mining,0.64,,,0.70,,0.54,0.54,,0.43,0.58,0.82,0.20,0.89,
AQTM,TBMCCLI1S5R9,Electronic equipment and parts,0.06,0.12,,,0.22,0.85,,0.93,0.04,,,,0.97,0.22
AQY,BJAA7U8WOS85,Natural gas utilities,,0.83,,,0.61,,,,,,,,0.68,0.76
ARA,WZI41DXAOMA0,Professional and commercial services,0.63,0.46,0.45,,0.57,0.95,0.05,0.03,0.24,,0.11,0.93,0.23,
ARBQ,GLGAL713GK61,Telecommunications services,,,0.92,,0.75,,,,,0.78,,,,
ARCF,FB6HXPI9GC26,Software and IT services,,,,0.59,0.97,,0.03,0.32,,,,,,0.26
ARCH,ZST2V5JM3EK1,Diversified industries,0.79,,0.09,,,0.10,,0.03,,0.70,0.64,0.23,,
ARCP,LEIXUCBPFG74,"Computers, phones and household electronics ",0.63,,,0.04,,0.92,,0.69,,0.48,0.98,,0.96,
ARE,MDNFQ9TXM6R4,Hotels and entertainment services,,,,0.95,0.92,,,0.82,,0.17,0.71,,0.36,0.41
ARFW,AZOKJAC7F7U7,Water and related utilities,,,0.38,,,0.75,0.36,,,,0.89,0.79,0.47,0.76
ARG,RYB3PIRMK3Q0,Chemicals,,0.06,,0.23,0.87,,0.03,,,,,,,0.69
ARI,HIM3DUJVN1U5,Healthcare equipment and supplies,0.65,,0.54,,0.47,,0.55,0.79,0.98,,,,,0.53
ARI,SQUUF0Y6S627,Freight and logistics services,,,,0.01,0.24,0.09,,0.37,0.58,0.93,0.16,,0.38,0.23
ARLY,IRYQZQWK3YD7,Freight and logistics services,0.14,0.15,,,,,0.62,,,0.21,,0.65,,0.53
ARM,CMUD3MX8GL03,Electric utilities and IPPs,,,,0.34,,,,,0.17,,,0.11,0.65,0.37
ARN,CVNZPFUZTGI8,Biotechnology and medical research,0.47,0.03,0.28,,,0.84,,0.44,0.21,,,0.60,0.70,0.62
AROF,US9BY46RB370,Passenger transportation services,,0.66,0.52,0.47,0.17,,,,0.56,,0.76,0.15,,
ARQ,ODDVQ0QRDXP6,Passenger transportation services,0.39,0.77,0.12,,,,0.52,,,0.91,,0.35,0.36,0.10
ARS,HL1205XZI310,Household goods,,0.75,,0.01,0.04,0.10,0.79,,,,,,,0.33
ARSL,IPVEPLW9JYT1,Passenger transportation services,,0.43,,,0.83,0.40,0.52,,0.99,,0.29,,,0.19
ARTK,UN0V8QTI7OI5,Beverages,0.24,0.98,0.61,,0.63,,,0.17,,,,,0.73,
ARV,LTJY7KYL9M82,Specialty retailers,0.87,,0.08,0.80,,0.68,0.07,,,,0.06,,0.25,
ARVU,IOW7RX24RVM7,Diversified retail,,,0.00,,0.91,0.31,0.17,0.53,0.09,0.04,,,0.91,
ARY,YO0EBNSXTGY3,Residential and commercial REITs,0.56,0.16,0.50,0.76,0.81,0.60,,0.97,0.95,0.70,0.67,,,0.78
ASB,NV2PAWF5F9I4,Investment holding companies,0.34,0.51,0.04,,,,0.63,,0.11,,0.55,,,0.38
ASB,OLTHK713ZW43,Electric utilities and IPPs,0.76,,0.07,,,0.53,0.80,0.40,0.92,0.83,0.86,0.98,0.77,
ASBD,SR0U3ZBGNY19,Household goods,0.07,0.10,,0.03,0.83,0.55,0.44,,0.55,,,0.90,,0.17
ASBZ,FBO9RDM3C148,Hotels and entertainment services,,0.53,0.81,0.31,0.37,,,,0.72,,,,0.74,
ASC,LAKTPDQ07YN2,Leisure products,,,0.59,,,,,0.66,0.48,,0.20,0.23,,0.98
ASCA,MTP4Z9VSARH1,Real estate operations,,0.50,0.42,0.89,0.18,0.82,,,0.13,,0.51,,,0.12
ASDA,LBZYGG59XIM7,Healthcare providers and services,0.89,,,0.29,,0.56,0.77,0.69,0.21,,,,,
ASE,PF6Z0ZN2IC00,Personal and household,0.83,0.93,,0.63,0.96,0.87,,0.25,0.66,,0.09,0.52,,0.83
ASGR,STHVGNDL7MZ8,Leisure products,,0.66,0.99,,0.31,,,,,,,0.95,,
ASI,KCEZA86KIZ36,Oil and gas related equipment and services,,,0.79,,0.36,,0.53,0.12,0.79,0.80,0.09,0.99,,
ASJT,VUP9CUVPFUQ4,Pharmaceuticals,0.31,,,0.16,0.07,0.49,0.96,0.16,0.65,0.99,0.80,,0.73,0.15
ASK,MJ3LDZIVIEY8,"Machinery, tools, heavy vehicles, trains and ships",0.44,0.50,,,,0.69,0.97,0.46,,0.74,0.36,,0.99,0.14
ASKX,SJOVZSSGULL4,"Machinery, tools, heavy vehicles, trains and ships",0.73,,0.03,0.43,0.16,0.66,0.09,0.46,,0.50,,,0.08,0.43
ASL,EYAQ7NZMNKP0,"Computers, phones and household electronics ",,0.29,0.15,0.94,0.39,0.39,1.00,,0.27,,0.23,0.99,0.69,0.67
ASO,HTFWCFUCD9U0,Specialty retailers,,,0.73,0.82,0.29,,0.89,0.77,0.99,0.85,,0.11,,
ASQ,OG7SR2B7DTT4,Residential and commercial REITs,0.74,,0.36,0.09,0.68,0.49,0.84,0.39,0.45,0.29,0.87,0.82,0.01,0.97
ASQ,AHX57SFUBBD9,Aerospace and defense,0.37,0.41,0.66,,,0.23,,,,,,0.97,,0.93
ASQ,SNAD1BH6ZOJ7,Containers and packaging,0.39,,0.14,0.11,0.92,0.04,0.92,0.58,,,0.58,,,0.70
ASS,AZ176RDGDJM3,Automobiles and auto parts,,0.05,0.68,,,0.68,,0.75,0.07,0.52,0.36,,0.79,0.59
AST,MY9HK571KFE2,Banking services,,0.61,0.45,,,0.57,,,0.29,0.37,,0.74,,
ASV,EMTRXB1LFRE8,Software and IT services,0.68,,0.22,0.01,0.07,,,,0.39,0.54,0.48,,,0.16
ASZJ,EFDSRD1KR4G1,Biotechnology and medical research,,,0.80,,0.99,0.03,,,0.29,,0.67,,,0.19
ATAB,MOUWLMEU7GL6,Investment holding companies,,0.37,,0.17,0.61,,0.98,0.98,0.70,,,,0.26,0.05
ATDE,LWU86UVUQ1N8,Residential and commercial REITs,,0.20,0.01,,,0.71,0.54,0.07,0.79,,0.09,0.46,0.01,0.12
ATHI,NES2G1BZWVI4,Diversified retail,,,,0.89,,,0.44,0.14,,0.17,0.65,0.83,0.03,0.48
ATL,PXDZ2F2VQ0R7,Uranium,0.31,,,,,,,0.45,0.25,0.67,,0.69,,0.58
ATM,PS4Z3W85N2U5,Investment banking and investment services,,0.47,,0.83,,0.37,0.65,,,,0.65,,,
ATM,AVY3IMRT5TR7,"Machinery, tools, heavy vehicles, trains and ships",0.89,0.24,,0.52,0.37,0.36,,,,0.21,0.94,,,
ATMX,HHLNYQGCZZY1,Beverages,0.52,0.61,0.99,0.24,,0.23,0.82,,0.54,0.94,,,,0.55
ATN,HN3GVRB4ZCW6,Leisure products,,0.10,0.53,,,,0.77,,,,,0.08,,0.83
ATO,GI3KB4I4WFA0,Diversified retail,,0.44,0.74,0.39,,0.99,0.08,0.52,0.55,,,0.41,0.35,0.42
ATQZ,EB3R02XIAKR1,Telecommunications services,,0.43,0.52,,0.87,0.92,,0.69,0.94,,,,0.53,0.67
ATWF,FJXSBQPHE2T0,Residential and commercial REITs,0.40,,0.05,0.33,,0.68,,0.97,0.13,0.40,0.33,0.08,0.58,0.01
ATXJ,GFHJGGO6K3O7,Household goods,,0.37,0.52,,,0.04,,0.53,,0.50,,,0.58,0.32
ATYC,EN9MG4U6AOK4,Diversified industries,0.30,,0.96,0.45,,,,0.90,0.38,,0.38,,0.71,0.78
ATYT,RL2YFL0FQE95,Software and IT services,0.19,0.92,0.81,0.89,0.03,,,,,0.08,,0.86,,
ATYY,XWS3Z58T6VS8,Biotechnology and medical research,0.45,0.94,0.41,0.57,,0.15,0.84,,0.27,,0.25,0.92,0.43,
AUBS,JDFRZK8X23S2,Insurance,0.34,0.17,0.84,0.20,0.59,,0.87,0.71,0.48,0.96,0.02,0.28,,0.91
AUC,KTJ8N9M1B124,Leisure products,0.25,,0.35,0.56,,0.29,0.49,,0.50,,,,,
AUC,JZNJ5ZLDYSF2,Paper and forest products,0.92,,0.46,0.83,,,0.50,,,0.33,,0.77,0.77,0.72
AUEU,IDC2C8WPAS50,Investment holding companies,,0.92,,0.80,,0.55,0.11,0.41,0.13,,,0.60,0.77,0.94
AUEY,URFZVLPK5EY6,Paper and forest products,0.40,0.47,0.08,0.72,0.46,0.42,0.77,,,0.74,,,,
AUF,SW90DPQSLIA3,Diversified industries,0.92,,0.18,0.62,,0.92,0.41,0.36,0.48,0.41,,,0.18,0.61
AUG,XY6TN0I93TI6,Chemicals,0.68,0.31,0.45,0.14,0.88,,0.25,,0.99,,0.77,,,0.06
AUGB,XBJ70HDPHU34,Oil and gas,,0.74,0.03,0.85,,0.15,0.78,0.52,,0.32,0.75,0.06,0.87,0.06
AUK,DQLQKS9OU5G2,Healthcare providers and services,0.98,,,0.95,0.56,0.91,0.89,,,0.58,,0.65,0.60,
AUKM,FFR0H8RWK8C9,Passenger transportation services,0.03,,,0.01,0.19,,0.83,,,,0.82,0.37,,0.50
AUL,VFS3X58LWXM5,Specialty retailers,0.70,,,0.05,0.97,,0.12,0.60,0.18,0.27,,0.95,,0.11
AULL,CW93BP697DQ9,Freight and logistics services,,0.72,,0.94,0.96,,,,0.20,,0.08,0.75,,0.98
AUN,EWKNTDWHS3W9,Healthcare providers and services,0.02,0.30,0.64,,0.54,,,0.31,0.15,0.49,0.79,0.58,,0.86
AUS,ZGLLNYJ1O2N7,Household goods,,0.42,,0.32,0.98,0.76,0.52,0.48,0.24,,,0.27,0.30,0.91
AUS,IFFC9PW1F1M0,Transport infrastructure,,,0.25,,,,,,,0.96,,0.46,0.36,
AUT,YKTY7VUAY622,"Computers, phones and household electronics ",0.03,,0.67,,0.65,0.45,0.09,0.60,0.36,0.06,,0.05,0.57,
AUU,DJO416SVFTR9,Household goods,,,0.62,0.62,0.42,,,,,0.40,,,,0.36
AUUA,KH5DRWMU7R15,Banking services,,0.46,,,,,,0.16,0.09,,0.05,0.77,,0.64
AUV,ETNS2EPRUXK1,Construction and engineering,,,,0.73,0.04,0.56,0.38,0.73,0.47,,0.68,,0.06,0.96
AUY,PL36TW6K32E2,Natural gas utilities,,,0.75,0.95,0.78,0.20,,0.91,,,0.66,0.03,,
AUZ,WY9YUJIK1KA6,Specialty retailers,0.76,,0.88,0.23,,0.92,,0.97,0.59,,0.63,0.58,0.49,0.19
AUZD,LAI7AOFOAHR5,Household goods,,0.97,0.45,0.55,,0.36,,,,,0.85,0.97,0.26,
AVE,AVMNMTT19EK3,Communications and networking,0.48,,,0.74,0.19,0.90,0.83,0.88,0.27,0.99,,,,0.96
AVEO,JF6WJXT9GTO6,Communications and networking,1.00,0.38,0.36,0.14,0.46,0.84,0.73,0.90,0.33,0.43,,0.72,,
AVL,TLTXC1RKY823,Automobiles and auto parts,0.88,,0.21,,0.35,,,0.51,0.92,0.01,,0.47,0.93,0.48
AVMZ,RWD98422LAP1,"Machinery, tools, heavy vehicles, trains and ships",0.81,,0.73,0.96,0.75,,0.59,0.57,,,,0.58,0.41,
AVO,ZME129YSATO1,Freight and logistics services,,,,0.13,,0.69,0.94,,,0.69,,0.34,0.88,
AVR,SWDTZEPE0620,Food and drug retailing,,0.71,,0.39,,,,,0.87,0.74,0.77,0.83,,0.92
AVR,ONMEFYIBAC82,Specialty retailers,0.42,0.59,0.12,,,0.33,0.47,0.70,0.40,0.90,,,,0.72
AVRE,XAO37DJIJDF1,Automobiles and auto parts,1.00,0.00,,,,,0.14,,0.22,0.72,,0.75,0.91,0.30
AVU,VYDCYRKJHT97,Automobiles and auto parts,0.37,0.04,0.17,0.29,,0.75,0.11,,,,,,0.74,
AVUP,GLR72M6XNTT8,Office equipment,,,0.35,,0.36,0.37,,0.12,,0.96,0.93,,,0.01
AVVM,RQ5H7WHEHDJ2,Residential and commercial REITs,,0.78,,,0.72,,0.28,0.82,,,0.23,0.59,0.84,0.74
AVXX,QQC3V8IVUWX9,Metals and mining,0.35,0.03,,,0.65,,0.34,0.87,,0.97,0.42,0.72,0.02,0.53
AWAU,BBY3MFW8SDS1,Natural gas utilities,0.16,0.13,,,0.63,0.95,0.05,,0.62,,,0.66,0.70,
AWB,IVSY5UMVVD81,Biotechnology and medical research,0.07,0.33,0.95,0.41,0.20,,,,,,,0.43,0.70,0.96
AWBV,XUJWC0HX2990,Real estate operations,0.39,0.95,0.73,0.10,0.97,0.79,0.12,,0.24,0.46,,0.49,,0.37
AWEH,CF7I81QJMHU2,Coal,0.92,,,,,0.45,0.38,0.75,,,0.77,,0.05,
AWGB,WS15SERNLH63,Insurance,,0.28,,,0.69,0.05,0.07,,0.40,0.39,0.84,0.52,0.71,0.38
AWI,CGLJ5PMLUZF7,Electronic equipment and parts,,,0.09,,0.53,,0.63,0.08,0.36,,,0.50,0.08,
AWJZ,CM3LM0BTQSJ1,Multiline utilities,0.88,,0.42,0.88,0.04,0.58,0.26,0.43,0.40,,0.35,0.07,,0.99
AWK,ELKBQFGPKM91,Investment holding companies,0.89,0.73,0.28,0.19,0.86,,0.59,0.49,0.52,,0.93,0.78,0.91,
AWLA,HO8QYHFSGQ88,Pharmaceuticals,,0.67,,0.52,0.49,,0.27,0.62,,,0.18,,0.79,0.80
AWMQ,RQYWU69BISO5,Industrial conglomerates,,0.70,0.78,,,,,1.00,,0.72,,,0.62,
AWO,LNLHLKRSL8G6,Construction materials,,0.53,,0.21,0.11,,,0.81,,,,,0.48,0.30
AWPR,BGTGYXWMVDG4,Media and publishing,,0.38,,0.03,0.64,0.58,,,,0.11,,0.18,0.45,0.14
AWS,AC8WURAC7BR7,Software and IT services,0.20,0.45,,0.76,,0.84,,,,0.38,0.12,,,
AWT,DGJ4U3AJPR79,Diversified industries,,0.66,,,0.58,0.25,,0.01,,,,,0.50,
AWU,TI23VET227Q6,Beverages,,,0.44,0.82,,,0.47,,0.59,0.02,0.79,0.56,0.31,0.94
AWU,FLYSKC75W2F5,Leisure products,,,,,,,,0.99,0.34,0.94,,0.46,,0.41
AWUN,UZM9CGWV2XB2,Renewable energy,0.48,0.94,0.37,0.19,,0.77,0.84,,0.76,,,0.39,0.70,
AWW,XFY37UTW8AB1,Diversified retail,0.06,,,0.81,,0.05,0.67,0.09,0.03,,0.57,,,
AWXA,DCV3CTD62XE4,Passenger transportation services,,,,0.65,,,,0.18,0.69,0.12,0.19,,0.73,
AWYR,CAS02EGPDTB7,Automobiles and auto parts,0.21,,,,0.04,,,0.31,,0.99,,,0.59,0.17
AWZ,HPJ3YHAQHRS2,Investment banking and investment services,0.19,1.00,0.38,,0.92,,0.83,0.15,,,,,0.08,
AXDJ,RION954O1K22,Chemicals,,0.48,0.47,,0.40,,0.67,,0.39,,,,,
AXEA,ZLVTP7FJ2NR4,Telecommunications services,0.17,,0.68,,,0.14,,,,0.79,,,0.61,
AXG,QEYY9GSE4EE7,Containers and packaging,,0.95,,0.34,,0.48,0.05,,0.18,0.29,0.78,0.78,,
AXG,QNGOPE6YC0B5,Automobiles and auto parts,0.46,0.70,0.62,0.59,,0.25,0.30,,0.26,,0.73,0.09,0.50,
AXKV,FOMYZJAB2VZ0,Industrial conglomerates,,0.29,0.95,,0.76,0.90,0.92,,,,,0.85,0.97,
AXMR,KRES3IZ67R39,Paper and forest products,0.78,,,,,0.80,,0.09,,0.22,,0.07,,0.09
AXOE,RQ6CC8ALAPI0,Personal and household,,0.75,,0.90,0.66,0.76,,0.89,,,,0.94,,0.55
AXQJ,VV0BIQ8XJQ16,"Machinery, tools, heavy vehicles, trains and ships",0.21,0.28,0.16,0.97,,0.08,0.09,,0.55,0.97,0.19,0.01,0.62,0.35
AXR,JMHZV47DY1F4,Real estate operations,1.00,0.74,,,,0.50,0.16,0.37,0.32,0.70,0.60,0.16,,
AXRX,FAEGEZB2F5L4,Semiconductors,,0.40,,,0.33,0.29,,0.06,,0.67,0.73,,0.47,0.72
AXS,ZCO6JNJNJOR8,Coal,0.19,0.45,0.35,,0.00,,0.91,,0.94,,,0.91,,0.20
AXTA,OBZB4ELXRQC8,Software and IT services,,0.85,,,,,,,,0.83,0.85,,0.49,
AXUY,TODF7QBOICT5,Diversified industries,,,0.83,,,,,0.79,0.07,,,,0.27,
AXVB,GNCGZSJAQOG6,Multiline utilities,,0.15,,,0.93,,0.21,,,0.83,0.64,,0.35,
AXX,ERAB94EE69Q5,Transport infrastructure,,0.97,0.63,0.60,,0.89,0.94,0.32,0.26,,,,1.00,0.47
AXXB,LN9RGYKXBMY4,Semiconductors,,,,0.62,,,0.27,,,,0.84,0.84,,0.31
AXXC,YL4UMXXWBJA2,Personal and household,1.00,0.12,0.56,0.48,,0.57,0.75,,,0.76,0.78,,,
