Ticker,ISIN,Industry,TR_AnalyticCO2,TR_AnalyticTotalWaste,TR_EnvProducts,TR_AnalyticEnvRND,TR_AnalyticWaterUse,TR_AnalyticEnergyUse,TR_PolicyHumanRights,TR_PolicyResponsibleMarketing,TR_ProductQualityMonitoring,TR_PolicyDataPrivacy,TR_WomenEmployees,TR_AvgTrainingHours,TR_TradeUnionRep,TR_AnalyticLostDays
ZMER,APQPGRZCBTL3,Aerospace and defense,,,,,0.34,0.61,,0.99,0.36,0.79,0.99,,,0.27
ZNP,ZA765894QBD0,Aerospace and defense,,0.6,0.27,0.94,0.5,0.53,,,,,0.65,0.11,,
ZTPG,KFMWIZ5QVJ41,Aerospace and defense,0.9,0.85,0.89,,,,0.25,0.1,,0.6,0.13,,0.5,0.83
ZTUV,CJ9H4BCIDVG0,Aerospace and defense,0.58,,,,0.85,,0.89,,,,,0.09,0.91,0.22
ZUH,AXPYB8UYREK7,Aerospace and defense,0.64,0.36,0.15,0.14,,0.3,,0.64,,,0.87,0.21,,0.43
ABL,ODWHR3VEP1X7,Automobiles and auto parts ,0.05,,0.86,0.27,,,0.3,0.9,0.93,,0.81,,0.09,
ADKP,VK17B9ZQB3B9,Automobiles and auto parts ,0.54,0.85,0.16,,,0.94,0.37,,0.23,0.22,0.13,0.87,,
AER,CCWIZ1Q98VS0,Automobiles and auto parts ,0.68,,0.96,0.12,0.04,0.25,,0.62,0.63,,0.21,0.02,0.3,0.74
AFCS,PT44U1MTZSH9,Automobiles and auto parts ,0.24,,,0.65,0.18,0.3,0.79,,,,,,0.21,0.04
AFU,SJ6HTFCI3AI6,Automobiles and auto parts ,,,0.24,0.94,,,0.63,0.17,,0.53,0.46,,0.2,
AGO,WFYQMLI7AM86,Automobiles and auto parts ,0.32,,,,,,0.68,,0.41,0.51,,0.45,0.89,
AGT,IN950YIQ9RM2,Automobiles and auto parts ,0.73,0.13,,,0.75,0.15,0.48,,,0.04,0.57,0.91,0.59,
AJH,TAT61EOMFIX5,Automobiles and auto parts ,,,,0.43,,0.78,,0.58,,,,,0.5,
AOB,PGATFQYBD2J7,Automobiles and auto parts ,0.94,0.01,,0.99,0.25,0.71,0.23,,,0.59,0.56,0.01,,0.64
AOLH,DWO4F6RIGKO8,Automobiles and auto parts ,,0.35,,,,,,0.97,0.6,,,,,0.51
ASS,AZ176RDGDJM3,Automobiles and auto parts ,,0.1,0.55,,,0.63,0.57,,0.64,,,0.92,0.65,
AVL,TLTXC1RKY823,Automobiles and auto parts ,0.77,0.33,0.78,,,0.86,,0.74,,,0.14,0.11,0.47,0.77
AVRE,XAO37DJIJDF1,Automobiles and auto parts ,0.69,,,0.98,,,,,,,,,0.35,
AVU,VYDCYRKJHT97,Automobiles and auto parts ,0.11,,0.96,0.38,0.2,0.87,0.19,0.59,0.25,0.24,0.88,,,0.01
AWYR,CAS02EGPDTB7,Automobiles and auto parts ,,,,0.67,0.81,0.67,0.99,0.98,0,,,0.42,0.16,0.53
AXG,QNGOPE6YC0B5,Automobiles and auto parts ,,,,0.53,,,,0.46,0.72,0.43,,0.95,0.94,0.08
BAC,KT9DXVA0E8C8,Automobiles and auto parts ,,,,,,0.65,0.87,,0.17,0.01,0.81,,0.7,
BDOY,CAQPY8F6AOM9,Automobiles and auto parts ,,0.44,0.71,0.23,,0.82,,,,0.81,,0.13,,
BIT,BBIH36X980A7,Automobiles and auto parts ,,1,0.2,0.63,0.98,0.09,0.81,0.35,,,,,,0.32
BIZ,ZVWUOEA83I72,Automobiles and auto parts ,0.23,0.41,,0.03,0.18,,0.96,,,,0.14,0.74,0.55,
BSH,GX9F44DBU3Z7,Automobiles and auto parts ,0.63,0.61,0.61,0.08,,,,0.93,,0.38,0.84,0.49,0.98,
BSL,KDKA37PCLQ88,Automobiles and auto parts ,0.73,,0.11,0.21,0.81,0.83,0.3,,,,0.27,0.65,0.09,0.86
BWER,OBKTZHJY07N4,Automobiles and auto parts ,,0.17,0.51,,0.91,0.9,0.09,0.48,0.15,,0.21,0.32,0.92,
CBD,SR7UF47FE4J8,Automobiles and auto parts ,0.08,,,0.67,0.3,,,0.35,0.26,0.51,,0.13,,0.49
CCGK,CXLAMLN4HWC0,Automobiles and auto parts ,0.33,0.43,,0.87,0.17,,0.52,,,0.64,0.93,0.13,0.38,
CJGK,MB4NCR2N7M65,Automobiles and auto parts ,,,0.26,,0.66,,0.57,0.42,0.57,,,0.76,,0.42
CPM,AN7WYWF90XU8,Automobiles and auto parts ,0.96,,,0.03,0.04,0.14,,,0.65,0.86,0.73,0.56,,0.25
CSMT,LXBW0XB7AK22,Automobiles and auto parts ,0.72,,0.25,,0.65,0.65,0.88,0.51,,,,,0.64,
CTMY,AE2XHM4LWA71,Automobiles and auto parts ,0.42,,0.8,0.25,,,0.48,,,0.35,,0.57,0.54,
CVDH,CKC5ENTBVWK0,Automobiles and auto parts ,0.59,0.13,,0.34,0.47,,,,,0.94,0.93,,,
CXBK,ZHNCTGF7R959,Automobiles and auto parts ,0.44,0.27,,0.78,0.27,,,,,,0.11,0.38,,0.93
CXR,YCUZW9A10C44,Automobiles and auto parts ,,0.22,0.73,,,0.77,0.69,,,0.74,0.91,0.29,0.21,0.11
DBMW,NT3RY722TFN5,Automobiles and auto parts ,,,,0.05,0.07,,0.21,0.75,0.89,0.08,0.63,,,0.89
DFU,ZQTC0ZXAM0J0,Automobiles and auto parts ,,,0.52,0.98,,0.49,0.3,,,,0.27,0.3,0.11,
DGHJ,KCITX0439856,Automobiles and auto parts ,,0,0.44,,,,0.4,0.47,0.71,,0.24,0.34,,0.23
DIVL,EP2DRQPPZQ34,Automobiles and auto parts ,,0.72,0.6,0.77,0.13,,0.75,,0.85,,,0.21,0.18,0.69
DIW,BHRIW0CHI3E8,Automobiles and auto parts ,,,,,0.19,,0.81,,0.86,0.56,0.17,0.08,,0.51
DMG,FLP7X7WYFT85,Automobiles and auto parts ,,0.46,0.72,,0.23,,0.52,0.54,0.05,0.04,,0.22,,
DNG,TQVWR3GJX2A3,Automobiles and auto parts ,0.4,,0.32,0.62,,,0.43,,,0.92,,0.1,0.85,
DNM,WV5TNIV9IMB4,Automobiles and auto parts ,0.13,,0.51,0.73,,0.03,0.75,0.19,,,0.12,0.23,,0.29
DOGF,XAHXCA1EHF37,Automobiles and auto parts ,0.2,,0.13,0.06,,,0.79,0.37,0.98,,0.47,0.27,,
DWW,JKWP6AHF4L53,Automobiles and auto parts ,0.58,0.24,,0.75,0.63,,0.47,,0.35,0.74,0.12,,,0.22
EDL,YB3IDSFLK8K0,Automobiles and auto parts ,0.45,,,0.78,,,,0.5,,0.95,0.09,0.46,0.22,
EEKK,UNPWJ8CH46F4,Automobiles and auto parts ,0.85,,,0.76,0.55,0.49,0.2,0.27,0.6,,,0.07,0.41,0.02
EOVW,FJN0OSUGZ4L7,Automobiles and auto parts ,0.67,,,,0.02,0.14,0.27,0.59,0.23,0.61,0.7,,0.95,0.48
EZD,CG7KUD5G7IJ6,Automobiles and auto parts ,0.17,,0.41,,0.09,0.96,0.88,,,,0.94,,,
FAB,VW3QLG7G1FF2,Automobiles and auto parts ,0.75,0.72,,,,,0.1,,,,,0.98,0.45,0.53
FFG,XMMHK93RIBI6,Automobiles and auto parts ,0.65,0.62,,0.17,0.37,0.94,,0.59,,0.31,0.03,,,0.87
FFKB,EG1BRW6OEME4,Automobiles and auto parts ,0.34,0.94,,,0.43,,,0.78,,,0.6,,0.71,0.96
FITD,SQAO29V011V8,Automobiles and auto parts ,0.91,0.69,,0.16,,0.64,0.99,0.73,,,0.15,,,0.16
FIUI,IZGPTZDG5S92,Automobiles and auto parts ,,,0.22,,,0.8,0.24,0.11,0.22,0.43,,,,0.49
FLUG,VKVJ72C563I4,Automobiles and auto parts ,,0.15,0.13,,0.62,0.24,,0.66,,,,0.7,,
FLZV,RP047QDK4PS3,Automobiles and auto parts ,,0.59,,,,,,,0.34,,0.77,0.61,0.82,0.64
FUDK,UNG49NG5BWO0,Automobiles and auto parts ,,0.76,0.34,0.86,,0.9,0.93,,,0.47,,,,
GEZS,RXPD43BRQRZ1,Automobiles and auto parts ,,,0.88,,0.06,,0.06,0.98,0.12,0.63,0.94,0.65,,0.43
GFD,WT5GCYUJGK91,Automobiles and auto parts ,0.09,0.32,,,,0.13,0.69,,0.52,,,0.92,0.72,0.76
GFL,EQB5V1OBYO10,Automobiles and auto parts ,0.59,0.81,0.74,,,0.82,0.4,0.51,,,,0.88,,
GHGN,PER5QK28QXF0,Automobiles and auto parts ,0.49,,0.18,0.64,,,,0.06,0.11,,0.5,,,0.9
GOC,CPJS09USBB94,Automobiles and auto parts ,,0.5,0.69,0.34,0.55,,,0.88,0.2,,,0.31,,
GPP,CUVK1YKQDA51,Automobiles and auto parts ,0.06,,0.76,0.23,,,0.98,,0.49,,,0.05,,0.59
GSZ,DOALEOROQ3P7,Automobiles and auto parts ,0.51,,0.15,0.15,0.57,0.96,0.84,0.48,,0.3,,,0.08,
GVI,FW2A3CALR3W7,Automobiles and auto parts ,,0.48,,0.79,,0.75,0.3,,0.6,,,,,0.59
GYR,ASW4IYM8YHQ6,Automobiles and auto parts ,0.24,0.57,,0.25,,0.48,,0.48,0.24,,0.28,0.78,0.22,
HAK,ENTQNGA7SFX7,Automobiles and auto parts ,,0.32,,0.08,,0.64,,0.1,,0.35,0.61,,0.59,
HCH,SM5EJTVS1K00,Automobiles and auto parts ,,0.68,0.4,0.64,0.27,,0.95,,0.93,,,0.96,0.89,0.34
HGGA,GYPASZ9QLWK3,Automobiles and auto parts ,,0.93,,0.07,,,0.47,0.26,0.96,0.26,,,0.27,0.24
HGZ,FCRNWBXAGD31,Automobiles and auto parts ,0.46,,0.82,0.71,0.22,0,,0.05,,,,0.48,0.94,0.56
HHZX,MRIHONQ9S5U7,Automobiles and auto parts ,,0.24,0.67,,,0.89,,,,0.86,,,0.61,
HJI,FJ3XKT9H41R9,Automobiles and auto parts ,0.01,0.34,0.9,,0.59,0.54,,,,0.7,,,0.56,0.89
HOD,GVQ1LEN0RBJ1,Automobiles and auto parts ,,0.77,,,,,,0.71,,,1,0.36,,0.76
HOWG,YCZPE84KPYV4,Automobiles and auto parts ,,,0.97,,0.99,,,,0.26,,0.23,,0.77,
HTMU,NC2LC7W0CF74,Automobiles and auto parts ,0.17,0.08,,,0.1,0.15,,0.28,0.78,0.59,0.94,,,0.55
HUJ,ERXD7ITJPUG7,Automobiles and auto parts ,0.63,,0.16,0.84,,,,,0.63,,0.09,,,
IBW,MPERFZS72ZJ9,Automobiles and auto parts ,,0.11,0.94,0.02,,,,0.53,0.85,0.92,0.28,,0.73,0.51
ICC,HGSQMD8IIZ32,Automobiles and auto parts ,0.44,,0.33,,0.7,0.72,0.07,0.81,0.81,,0.27,,,0.27
IGJ,RE4TBE9MYZC1,Automobiles and auto parts ,,,0.95,,0.28,,0.67,,0.24,,,,0.29,0.85
IMI,AONP8UBY36F9,Automobiles and auto parts ,0.78,0.35,0.33,,0.26,,0.77,0.33,,,0.04,,,
IMPQ,KV46YD95EGR9,Automobiles and auto parts ,0.02,,,,,0.35,0.97,0.9,0.23,,0.11,,,0.87
INXG,TLQBMH5U8R58,Automobiles and auto parts ,0.75,,,,,,0.34,0.81,,,,0.4,0.41,0.85
ISB,FUXTTNUOKJ17,Automobiles and auto parts ,,0.88,0.65,,0.99,0.98,,0.74,,,0.58,,0.21,0.22
IYK,MI8N8FOP79P2,Automobiles and auto parts ,0.54,0.99,0.32,,,0.49,0.21,,0.4,,0.09,,0.42,0.79
IZQ,SJDQ21TCYHE5,Automobiles and auto parts ,0.01,0.06,,0.02,0.8,0.13,0.9,0.87,0.29,,0,,0.57,0.76
JBOK,HR8Z0Y2USSN6,Automobiles and auto parts ,0.26,,0.37,,,0.98,,,0.04,0.78,0.86,0.1,,
JFU,NCQ7VU6O81R1,Automobiles and auto parts ,0.16,0.77,0.16,0.58,,,,0.61,0.64,0.97,,,,
JHI,JUOZ01UIBHF5,Automobiles and auto parts ,0.86,,0.38,,0.39,,,0.41,0.07,,,,,
JNK,TOBK5U6O5BB5,Automobiles and auto parts ,0.67,0.37,0.15,,0.54,,0.09,0.5,0.85,0.51,,,0.23,0.22
JQE,AZNQHIVBN9F5,Automobiles and auto parts ,,,0.09,,0.49,,0.05,,0.75,,0.32,0.87,,0.47
JQFN,KTMDZSRKYOZ5,Automobiles and auto parts ,,,,,,0.32,0.46,0.25,0.2,0.52,0.44,,0.88,
JRBG,YPRKCC5OM7H8,Automobiles and auto parts ,,0.57,,0.64,,,,,0.61,0.9,,0.13,0.02,
JSB,BHTMQONHS6A5,Automobiles and auto parts ,0.23,0.42,0.33,0.98,0.05,0.52,0.45,,0.71,0.8,0.33,0.48,,0.26
JTHQ,RXS31PRM2QO9,Automobiles and auto parts ,0.67,,0.33,0.83,0.63,0.4,0.28,,0.53,,0.87,0.94,0.5,
JUJ,YC9FECJBE199,Automobiles and auto parts ,0.31,,0.55,,0.94,0.99,0.16,0.56,0.74,0.28,0.02,0.64,0.69,
JXC,QC8H1VLBOR27,Automobiles and auto parts ,0.87,,0.59,,0.34,0.71,0.97,,,0.6,0.6,0.21,0.09,
JXFS,CU0NG5C23C68,Automobiles and auto parts ,,0.03,,0.63,0.37,,,0.37,,,,,0.75,
KEQ,JF5QUC5Y0IU6,Automobiles and auto parts ,0.54,0.53,0.16,,,,0.75,,0.26,,0.44,,,0.08
KHH,GUM4GUSE8DB5,Automobiles and auto parts ,,0.77,0.99,,0.14,0.43,,,0.93,0.87,0.6,,,0.63
KMMD,LSEBDZUVB328,Automobiles and auto parts ,,0.42,0.8,0.41,0.56,,0.8,0.33,,0.88,0.9,0.56,0.04,
KNIV,PWCV12SDQ5P0,Automobiles and auto parts ,0.05,0.51,0.12,0.89,0.67,0.48,,,0.56,0.71,0.49,0.56,,0.47
KRYV,BKSHPRJDKTF9,Automobiles and auto parts ,0.38,0.98,,,0.31,0.46,,,0.03,0.22,,0.51,0.02,0.06
KWBI,XKG9VDVME740,Automobiles and auto parts ,,0.01,,0.92,0.26,,,,,0.31,0.08,,0.53,0.99
KYMC,WC9M65W0RR98,Automobiles and auto parts ,0.64,0.89,0.41,0.69,0.92,0.23,0.06,0.32,,0.42,,0.8,,0.15
LFU,KSUED2J5JK81,Automobiles and auto parts ,,0.21,,0.21,0.82,0.87,,,0.42,,0.98,,,
LKU,PH21ONMV3VW1,Automobiles and auto parts ,,0.17,,,,0.16,0.47,,,,0.18,,0.55,0.8
LMZ,SPQONVHIQ6U0,Automobiles and auto parts ,,,,,0.27,,,0.75,0.35,0.99,0.3,,0.08,
LPHW,UDIPNYRCYU09,Automobiles and auto parts ,,0.56,0.52,,,,,0.28,,,0.53,0.87,0.77,
LST,CFBT1OBE3XR2,Automobiles and auto parts ,,0.04,,0.72,0.06,,,,,0.6,0.14,,0.06,
LXK,ZU1WJP8H7H27,Automobiles and auto parts ,,,,0.23,0.89,0.77,0.47,0.93,,,0.23,0.64,,0.26
MJP,OSRYQCDVB594,Automobiles and auto parts ,,0.75,,0.48,,0.86,,0,,0.94,0.84,0.37,,
MTCC,AXJEFVUDYXX5,Automobiles and auto parts ,,,0.54,,0.28,0.8,0.77,,,,,0.39,0.98,
MTT,VQHBQXEKVKX1,Automobiles and auto parts ,0.33,0.18,,,0.26,0.01,,,0.59,,0.05,,,
MURJ,IJNO2N6YNVW7,Automobiles and auto parts ,0.16,0.86,,,,,0.65,,0.64,,0.97,,0.19,0.31
MWAA,VZF8FJ5UTJB8,Automobiles and auto parts ,0.44,0.89,0.12,0.04,,,,0.68,0.49,,,0.08,0.37,
MXSJ,DLNOWD1YM7W0,Automobiles and auto parts ,,0.42,0.59,0.6,0.57,0.28,0.79,0.15,,,0.2,,0.51,
NBG,MYHI6ZXXCFQ1,Automobiles and auto parts ,,,,,0.74,0.14,,0.22,0.32,,0.38,0.97,,0.46
NEKR,UXOR08BNQ8E6,Automobiles and auto parts ,0.78,0.93,0.77,,,0.38,,,0.62,0.62,0.6,,0.17,
NEVB,CLKDTBLUA4G1,Automobiles and auto parts ,,0.8,,0.04,0.42,0.78,,,0.3,0.97,0.44,0.55,0.33,
NHE,YXSD97XL5FF6,Automobiles and auto parts ,,0.78,0.4,0.12,0.87,0.25,,,0.5,,0.75,,,0.35
NHP,UVV0ZHPEEMB5,Automobiles and auto parts ,,,0.59,0.34,,,0.49,,0.54,0.08,0.41,0.43,,0.87
NHV,SEVLVYFYJWL2,Automobiles and auto parts ,,0.09,,0.34,,0.98,0.6,,0.14,,0.08,0.27,,0.18
NLCA,IFI9LKN0GMY9,Automobiles and auto parts ,,0.75,0.45,0.69,0.98,,0.99,,,0.84,,,0.88,
NNQP,FQU4145QDWQ4,Automobiles and auto parts ,0.76,0.81,0.98,,0.2,0.41,0.18,,0.78,,0.45,0.15,0.5,0.02
NPXZ,JSI5O1LWVS94,Automobiles and auto parts ,0.27,0.28,0.77,,0.26,0.5,,,,0.54,0.71,0.64,0.2,0.63
NRC,FNOAUDWATEL7,Automobiles and auto parts ,0.57,,,0.97,0.96,,,0.32,0.04,,,0.35,,0.72
NWB,IZQQ5J98V1A6,Automobiles and auto parts ,0.53,0.47,0.48,0.67,0.78,,,0.24,,,,,,0.64
NYO,VR8FI4OIZ451,Automobiles and auto parts ,,,0.83,,0.37,,,,0.44,0.83,,,0.95,
OHL,HY39FN4ZARL6,Automobiles and auto parts ,,,,0.1,0.54,,0.18,0.44,,,0.13,,,0.29
OMSV,YFSX8JHG6HC7,Automobiles and auto parts ,0.18,0.56,,,0.89,0.63,0.47,,,,0.08,0.66,,0.85
OPE,RS34CMEPK9S4,Automobiles and auto parts ,0.56,,0.4,,,,,,0.23,0.76,0.12,0.32,,0.02
OVB,OWR73UYDDQ49,Automobiles and auto parts ,0.27,,0.12,,0.52,,,0.36,0.89,0.92,,,0.6,0.48
OWW,WXVVH02TRNJ6,Automobiles and auto parts ,0.36,,,0.98,,0.36,0.43,,,0.13,0.85,0.73,,0.13
PDA,NSUJ2DW7CSR0,Automobiles and auto parts ,,0.85,,0.19,0.63,,0.37,,,,0.39,0.77,0.28,0.82
PKS,DW8JNDANBDI8,Automobiles and auto parts ,,,0.03,0.48,0.03,0.32,0.22,0.23,,0.08,0.74,,,
PMZ,XTN76GRZ9D35,Automobiles and auto parts ,,0.55,0.8,,0.65,0.4,0.5,0.35,,0.53,0.72,0.57,,
PNAB,KBIZ3H94GFJ8,Automobiles and auto parts ,0.32,0.04,0.17,0.41,0.78,,0.41,,0.36,0.44,0.27,0.08,0.73,0.68
PNJ,XM6OWHH2C1C4,Automobiles and auto parts ,0.1,,,0.65,,,0.39,0.68,0,,,0.63,,0.76
PQZ,ZXIQQA31CPR4,Automobiles and auto parts ,,,0.94,,,0.88,,0.43,,,,0.5,,0.6
PTPW,IYRFXONWT1X6,Automobiles and auto parts ,,0.92,,0.22,,,,0.64,0.98,0.16,0.84,0.38,,
PXM,ZS4GORYHYD75,Automobiles and auto parts ,,,0.03,0.17,,0.15,,,,0.42,0.77,0.86,0.18,
PZBE,PTC7H95VU686,Automobiles and auto parts ,,0.58,0.32,0.89,,0.57,,,0.66,0.15,0.32,,0.81,
QAEN,QMUKVOCCSA62,Automobiles and auto parts ,,,,0.83,,,0.89,0.79,0.14,0.99,,0.26,0.3,0.57
QBAX,EJI412OU3RY5,Automobiles and auto parts ,0.55,,,,,0.89,0.76,,0.89,,0.01,,0.38,0.11
QGOP,JUBSU68Z4260,Automobiles and auto parts ,0.93,0.8,,0.49,,,,,0.23,0.7,0.71,0.26,0.12,
QKU,RX2PPKE3H6T1,Automobiles and auto parts ,,,0.93,,,0.37,0.01,0.39,,0.17,,,,
QLE,HO3F1RZ1T5X1,Automobiles and auto parts ,0.88,0.16,0.71,0.95,0.94,,,0.95,0.12,,0.63,0.72,0.97,0.63
QLHL,IMKVWVDLU1V0,Automobiles and auto parts ,,,0.63,0.28,0.15,,0.58,,0.66,,0.69,,0.38,0.44
QNP,XMTJS3X56I45,Automobiles and auto parts ,0.79,,0.41,,0.43,0.5,0.62,0.99,,0.07,,,0,0.71
QNW,SDOMOMR98V05,Automobiles and auto parts ,0.85,0.13,,,,0.18,0.89,0.22,0.83,,,0.78,0.59,
QRZ,OXA2DUBWD6G5,Automobiles and auto parts ,0.16,,0.15,0.93,0.21,0.91,0.74,1,,0.71,0.38,0.69,0.81,0.15
QSFG,VRC5C326VHI2,Automobiles and auto parts ,,0.86,,0.83,,,,0.22,,,0.23,,0.47,0.33
QUP,TXGOGPIA9EH3,Automobiles and auto parts ,0.54,0.55,,0.41,,,0.79,0.85,0.98,,0.04,0.27,0.56,
QWU,HDCEMVYO6E41,Automobiles and auto parts ,,,,0.11,,0.97,,,0.95,0.76,,0.93,0.83,0.63
QYP,ADX51R9G5IH8,Automobiles and auto parts ,,0.24,,0.97,,,0.08,0.14,0.19,0.51,0.53,0.27,,0.47
RAB,EOD8SACRGK75,Automobiles and auto parts ,,,0.78,0.54,0.79,,0.82,,,0.33,,0.57,0.5,1
RDZ,AM7OQGGYAIO9,Automobiles and auto parts ,,0.08,,0.44,0.97,0.27,,,0.31,,0.4,,,0.41
REI,OFPZFP96A0K4,Automobiles and auto parts ,0.16,0.97,,,0.69,0.89,0.17,0.75,0.75,0.63,0.64,,,
RGPO,DFFF7AL6SP55,Automobiles and auto parts ,,0.89,0.11,,0.63,0.13,,0.72,0.47,0.81,0.1,0.22,,
RIF,ZOW3YS5N0556,Automobiles and auto parts ,,0.4,,0.73,0.28,,,0.32,,,0.87,,0.8,0.88
RNMZ,ZST6CHLB4RW7,Automobiles and auto parts ,,0.49,,0.32,,0.39,0.16,0.36,0.02,0.4,,,0.99,
RQA,MI6Q9JN9F4E7,Automobiles and auto parts ,,0.92,,,0.7,0.33,0.74,0.54,0.8,0.02,,,0.86,0.56
RQY,IISU37Y3U439,Automobiles and auto parts ,0.11,0.42,0.94,,,0.04,,,,,0.3,0.98,0.91,
RSS,GE9OZP01NT67,Automobiles and auto parts ,0.27,0.64,0.68,,,0.35,,0.06,0.78,0.64,0.2,0.78,,
SKS,QI0X7GB2I3N0,Automobiles and auto parts ,0.48,0.07,0.21,0.76,,,0.12,0.27,0.24,,,0.95,,
SPJU,QV9MENY93MJ5,Automobiles and auto parts ,0.47,0.97,0.14,0.11,0.77,0.49,,0.49,0.42,0.09,0.86,0.58,,0.45
SRR,VL61PNYTU4F0,Automobiles and auto parts ,,0.97,,,,,0.21,,0.78,,,0.23,,0.86
SRR,WAI7ICN24V59,Automobiles and auto parts ,0.03,0.64,,0.37,0.84,,0.82,0.33,0.97,0.18,0.75,0.86,0.45,0.45
SWLG,QXUUUBXFNNG7,Automobiles and auto parts ,0.96,0.67,,0.61,0.33,,0.36,0.85,0.21,,0.55,0.43,,
TAPC,EC33EMX5G6V1,Automobiles and auto parts ,0.18,0.63,,0.94,,0.25,0.96,,,0.97,0,,0.26,0.3
TAVU,FPHMPF62EG83,Automobiles and auto parts ,0.94,0.05,,0.95,,0.94,0.97,,0.03,0.4,0.35,0.6,,
TCR,REAZJC08WAL1,Automobiles and auto parts ,,0.76,0.26,0.81,0.54,,0.28,0.57,0.25,0.55,0.22,0.24,,0.22
TDCH,GF1DOHXOPD29,Automobiles and auto parts ,,,,0.64,0.68,,,0.15,0.54,,0.48,,,
THSH,SWNAFGEP6899,Automobiles and auto parts ,0.88,0.27,0.03,0.84,0.58,0.55,,,,1,0.14,,,
TIUC,UBEWHL4UWIK3,Automobiles and auto parts ,0.18,0.94,,,,,,,0.83,0.18,0.97,0.99,,0.81
TJLV,QYBMODZXNBW7,Automobiles and auto parts ,,0.68,,0.58,,0.15,,0.8,,0.12,0.07,,,
TKY,DHH9LN4NZ0G3,Automobiles and auto parts ,0.48,0.25,0.92,0.81,0.42,0.01,0.55,0.35,0.05,,,0.64,0.43,0.52
TMV,KVQM92S4EQQ7,Automobiles and auto parts ,0.62,0.24,,0.99,0.08,0.96,,,,,0.25,0.54,,0.08
TPB,JFP7MHU6ET31,Automobiles and auto parts ,0.46,0.72,,,,0.72,0.53,,,0.98,,0.85,,0.28
TPH,WKXRD399TI20,Automobiles and auto parts ,0,,0.55,0.33,0.89,0.49,,,,0.68,0.65,,,0.14
TUA,OV8SLJUBEXB8,Automobiles and auto parts ,0.09,0.57,0.55,0.94,0.58,0.72,,0.08,0.39,,0.72,,,0.26
TUQ,NZEMD0PDLAB3,Automobiles and auto parts ,0.58,0.22,0.42,0.22,0.75,,0.02,0.3,0.53,0.38,0.29,,,0.31
TVWE,KGAQ10P7FHO3,Automobiles and auto parts ,,,,0.44,0.44,0.62,,0.68,0.96,0.04,,0.65,0.07,
TYFI,MMJOCCOCICG5,Automobiles and auto parts ,0.96,0.98,,,,0.24,0.31,0.26,0.57,,,0.84,0.65,0.68
UCMI,DB2MO5R9UFW8,Automobiles and auto parts ,,0.35,,0.19,0.78,,0.07,0.97,,,0.26,,,
UES,SSMA9YLTCRA2,Automobiles and auto parts ,,,0.59,,,0.28,0.94,,,0.39,0.41,,,
UET,RL3W41SOBCT8,Automobiles and auto parts ,0.2,,,,,0.46,,,0.55,,,0.79,0.11,
UETW,NSMDXCPD7Y50,Automobiles and auto parts ,0.44,,,,0.59,,,,0.4,0.71,0.87,0.09,0.51,
UFR,RM726NMGLJ36,Automobiles and auto parts ,0.91,,0.01,0.69,0.58,,0.45,0.77,,,0.42,,,
UJU,QDOCUMYVLRJ9,Automobiles and auto parts ,0.27,0.39,0.6,,,0.76,0.57,0.47,,0.65,,0.42,0.07,0.78
UNYK,AKXNXJACTEX7,Automobiles and auto parts ,,0.07,,,,0.72,0.83,0.56,0.41,0.93,0.34,,0.26,0.53
UPC,IE6V7OS2RY74,Automobiles and auto parts ,0.19,0.51,0.45,,0.97,0.16,,0.11,,0.32,,0.33,0.24,
UPIW,LATOYFHYR1L3,Automobiles and auto parts ,,,0.92,0.73,0.2,0.33,0.32,0.64,,0.97,,0.92,,
UQO,TE8GT1J0Z5T4,Automobiles and auto parts ,0.81,,0.38,0.21,,0.57,0.66,,0.42,0.22,,0.51,0.1,0.3
URR,WD322473JBY6,Automobiles and auto parts ,0.13,0.04,0.48,0.55,,0.22,0.65,,,0.56,0.67,0.8,,
USFN,QS9FK8VFC3M6,Automobiles and auto parts ,,0.48,0.87,,0.64,0.68,0.93,,0.15,,,,,0.61
UXVB,SXXR7SB1OOP7,Automobiles and auto parts ,,0.79,0.23,0.55,,,,0.97,,0.14,,,0.9,
VDZ,PERSYJ1T0R43,Automobiles and auto parts ,,,,,0.02,,,0.16,0.77,0,,0.69,,
VEAF,GF9916Q1LA41,Automobiles and auto parts ,0.09,0.5,,,,0.59,0.56,,,0.69,,0.05,,0.47
VIN,LQLG12WBD8E5,Automobiles and auto parts ,0.73,,,0.02,,,0.34,,,0.23,0.49,0.78,,
VKW,TQ2N561EFNM7,Automobiles and auto parts ,0.27,,,,,0.51,,0.48,,0.71,0.53,,,0.25
VXEV,PKWP9MCNE2P4,Automobiles and auto parts ,0.94,0.24,0.38,0.69,0.81,,,0.22,,0.91,0.41,0.52,,0.36
VYQQ,NMI8K7YJXHO7,Automobiles and auto parts ,,,,,0.23,0.81,,0.98,0.21,0.22,0.34,0.02,0.61,0.33
VZLI,FEFOO1M328L0,Automobiles and auto parts ,0.16,0.74,,0.83,0.8,,,,0.88,,,0.33,0.83,
VZXO,RAUY1WYVF8X1,Automobiles and auto parts ,0.26,0.79,0.89,0.45,,,0.15,0.8,0.98,0.34,,0.98,,0.77
WDN,RHO315ABZU36,Automobiles and auto parts ,,0.32,,0.52,0.84,0.33,,0.1,0.66,,0.72,,,
