Ticker,ISIN,Industry,TR_WomenEmployees,TR_AvgTrainingHours,TR_TradeUnionRep,TR_AnalyticLostDays
JEMJ,YNV1C6OCP604,Textiles and apparel,0.76,0.84,0.52,0.92
JXCG,PO59QNJ3M4M9,Renewable energy,0.72,0.85,0.7,0.77
NBGN,NTYAUEUMD4L1,Communications and networking,0.92,0.84,0.48,0.79
YHMS,GNL52R4Y7QS6,Food and tobacco,0.81,0.73,0.87,0.62
EGF,EY9EL26YRWG3,Natural gas utilities,0.46,0.73,0.97,0.87
GWYB,DHFPGVEHPRM5,Office equipment,0.81,0.75,0.89,0.58
DXN,KPBVD8TU5TT6,Oil and gas,0.95,0.54,0.88,0.66
QME,YIT59D7UCP53,Oil and gas related equipment and services,0.29,0.96,0.85,0.93
AZX,UDSFPAUQN3Y6,Paper and forest products,0.3,0.89,0.97,0.87
KVW,KLZ6Y0CE1OB2,Renewable energy,0.94,0.42,0.89,0.78
UIX,RTZ7LAP33J79,Residential and commercial REITs,0.77,0.8,0.65,0.81
HHO,HWHWYNTGFQV3,Software and IT services,0.9,0.9,0.45,0.78
WZRS,JO3A3W70HOU8,Software and IT services,0.89,0.9,0.31,0.93
RNMZ,ZST6CHLB4RW7,Automobiles and auto parts ,0.88,0.98,0.73,0.44
KKYH,ND5YIRO147L4,Collective investments,0.74,0.72,0.97,0.6
SBA,OLGC5T58VPP5,Communications and networking,0.73,0.98,0.48,0.84
RBT,HAJNLV5R40P3,Containers and packaging ,0.66,0.65,0.95,0.77
NJET,LFXPMIBLO371,Diversified industries,0.62,0.48,0.99,0.94
SNJP,WSFCHVORBPS5,Homebuilding and construction supplies,0.77,0.88,0.78,0.6
TZT,DXJULGPYXY78,Passenger transportation services,0.56,0.95,0.83,0.69
IVDU,ACCXUSG4GUU3,Banking services,0.45,0.84,0.93,0.8
FUZ,XW5H15PDCTH2,Investment holding companies,0.72,0.77,0.54,0.99
LGPB,GESSCRACA759,Leisure products,0.81,0.56,0.95,0.7
LCM,PSPS2PG8W449,Containers and packaging ,0.46,0.88,1,0.68
JTXE,VIDDJ7YUIVB0,Diversified retail,0.82,0.8,0.8,0.6
FPUH,IOYNAXFOFYZ9,Freight and logistics services,0.86,0.89,0.44,0.83
CND,GP3GGLBYCDA7,Healthcare equipment and supplies,0.97,0.33,0.91,0.81
QRV,JP56U495TLB2,Homebuilding and construction supplies,0.6,0.98,0.92,0.52
VAC,DLMTRLQYTH45,Insurance,0.93,0.37,0.91,0.81
HLC,HP2AB4PBCH08,Investment holding companies,0.83,0.9,0.36,0.93
QZLC,KEHUKFLG4L99,Media and publishing,0.42,0.76,0.9,0.94
POT,DED94KWVCZ26,Metals and mining ,0.69,0.65,0.87,0.81
CHI,UZ6MD98FRIM8,Pharmaceuticals,0.91,0.54,0.86,0.71
OQU,CQDQD1XGGKQ6,Professional and commercial services,0.91,0.52,0.82,0.77
GQNP,FLLQURNWK2Z1,Telecommunications services,0.47,0.88,0.99,0.68
WBX,OQDHSFBA6IO8,Water and related utilities,0.73,0.6,0.77,0.92
JZZ,MRLJT6C7M0E5,"Computers, phones and household electronics ",0.9,0.3,0.98,0.84
GQZH,FLVDBKOLFPR5,Healthcare providers and services,0.63,0.69,0.71,0.99
WXLP,QX4RAEFEKXT1,Homebuilding and construction supplies,0.19,0.89,0.97,0.97
YEI,TF4DH6XV97P1,Homebuilding and construction supplies,0.57,0.98,0.77,0.7
UKP,IHFU8PBAX5D5,Hotels and entertainment services,0.87,0.97,0.59,0.59
UQZ,OJ8JG1DLY4M1,Transport infrastructure,0.7,0.93,0.84,0.55
TWEG,JF6W32DNG2X2,Chemicals ,0.92,0.42,0.9,0.77
ZOPQ,CU7RDDC7ZDC1,Electric utilities and IPPs,0.66,0.87,0.9,0.58
KZQX,FV92ZRH1D444,Freight and logistics services,0.75,0.53,0.81,0.92
CTPS,NX8MYAGNW2T3,Oil and gas,0.9,0.46,0.81,0.84
RYC,SDKHHNEAVJR1,Oil and gas,0.82,0.57,0.85,0.77
CCJ,CG4XTWSXIG18,Paper and forest products,1,0.25,1,0.76
YZAM,NJ5CSFLBVP66,Software and IT services,0.9,0.66,0.9,0.55
LBUE,UBQKHSYVPVU8,Transport infrastructure,0.51,0.99,0.98,0.53
YWKF,KOWNXOKM9AE6,Aerospace and defense,0.95,0.95,0.65,0.45
KWBI,XKG9VDVME740,Automobiles and auto parts ,0.94,0.78,0.73,0.55
RPG,IADCOFOV48G8,Biotechnology and medical research,0.83,0.92,0.41,0.84
TPR,XEU7HXM8XXO1,Collective investments,0.67,0.88,0.9,0.55
TTPG,LA1AC2BNH1X7,Homebuilding and construction supplies,0.94,0.41,0.74,0.91
DZY,FMG8HNRVCWK3,Household goods,0.32,0.88,0.96,0.84
GOS,DIASKXV86S11,Investment banking and investment services,0.67,0.91,0.83,0.59
DMOC,DZP2I1OOGD34,Investment holding companies,0.84,0.89,0.78,0.49
LVNP,JFTAS0R60RY8,"Machinery, tools, heavy vehicles, trains and ships",0.77,0.94,0.31,0.98
KXP,SZ4ZWMMU9N27,Oil and gas,0.89,0.9,0.44,0.77
RTF,LE3J08HEECT8,Paper and forest products,0.44,0.94,0.81,0.81
VZL,DBJ1K8BQXJY7,Passenger transportation services,0.96,0.9,0.67,0.47
LWKK,NG3DPVG993T4,Software and IT services,0.94,0.14,0.94,0.98
XEXQ,YPI5GDRWVUL7,Textiles and apparel,0.8,0.45,1,0.75
NGIG,TGWM8ALYSHH9,Water and related utilities,0.81,0.96,0.42,0.81
EVR,WF7YMP8TGI91,Household goods,0.74,0.57,0.71,0.97
NZI,EH89TZA392D1,Metals and mining ,0.74,0.43,0.89,0.93
ZMG,EMDHAEZTS9L2,Oil and gas related equipment and services,0.9,0.69,0.99,0.41
MPMX,XYOXY3JAR6Q0,Paper and forest products,0.64,0.97,0.43,0.95
RQY,UYMBJQLS9A31,Paper and forest products,0.98,0.64,0.82,0.55
PIIC,RU6GVJ17MC16,Pharmaceuticals,0.73,0.93,0.68,0.65
NRZF,RUZC7L231MN0,Semiconductors,0.79,0.63,0.91,0.66
URH,STLMPSYOOLT7,Specialty retailers,0.55,0.73,0.9,0.81
WIUE,FI609R5QZMI4,Healthcare providers and services,0.95,0.45,0.9,0.69
PGNX,CYJZ8VKI8XT8,Investment holding companies,0.58,0.91,0.93,0.57
FSWI,AO9MTK81ZJA0,Metals and mining ,0.77,0.84,0.44,0.94
TPO,KB7WT1E26BI8,Oil and gas related equipment and services,0.35,0.9,0.97,0.77
VVEM,DPFMIGWFGGQ8,Diversified retail,0.92,0.42,0.9,0.74
TOW,JTKZY3P7G2A7,Passenger transportation services,0.8,0.86,0.41,0.91
YLQ,YJPUZU54ETI7,Residential and commercial REITs,0.73,0.81,0.53,0.91
TCL,ESNTF3I2RFM9,Communications and networking,0.55,0.86,0.8,0.77
DWQ,MVK32NJU1KZ1,Construction materials ,0.88,0.95,0.26,0.89
LKFO,ASXJPCF4O8Y3,Diversified industries,0.88,0.59,0.89,0.62
UWT,FGHA9H59YQF4,Diversified industries,0.77,0.75,0.6,0.86
KKHK,WCG613YRN1F0,Electric utilities and IPPs,0.92,0.57,0.62,0.87
PCWE,MWIHWO97V5T1,Healthcare providers and services,0.99,0.63,0.8,0.56
AMB,HIUJE6GO7L27,Industrial conglomerates,0.6,0.88,0.87,0.63
DYWZ,KJ7NM13BPWH0,Passenger transportation services,0.88,0.78,0.73,0.59
NIJ,QRVRKNJ0D4C4,Pharmaceuticals,0.8,0.27,0.99,0.92
JJVJ,WRDN4NDQWT49,Professional and commercial services,0.6,0.4,0.99,0.99
SNWT,SGGM3F92VRF4,Residential and commercial REITs,0.87,0.9,0.92,0.29
PRM,NY9EN8ZVQSA8,Water and related utilities,0.79,0.77,0.49,0.93
YVJ,TZ6YR8FDLKA0,Electronic equipment and parts,0.8,0.98,0.48,0.72
LLGZ,AJQCK0LC2SL6,Homebuilding and construction supplies,0.94,0.95,0.6,0.49
UFMU,TSGVT6X19PN2,Hotels and entertainment services,0.83,0.8,0.61,0.74
ZRUO,TYB13JLETEW1,Insurance,0.69,0.86,0.84,0.59
ZUGC,NS3BI2750J82,Metals and mining ,0.8,0.6,0.7,0.88
DZK,MT8IFK6YR5B2,Homebuilding and construction supplies,0.66,0.56,0.89,0.86
TVC,IWGLFN8JI7O8,Hotels and entertainment services,0.6,0.92,0.85,0.6
WKA,NI3YONY2WUQ1,Investment banking and investment services,0.41,0.82,0.89,0.85
KREC,DKI1E4AW8D72,Oil and gas,0.65,0.81,0.7,0.81
KZH,AWUGOQU1JDB5,Professional and commercial services,0.56,0.76,0.99,0.66
PLBA,DNWNB4YAT0Y7,Specialty retailers,0.43,0.93,0.79,0.82
DNRE,WPAKI33A6UF1,Uranium,0.95,0.89,0.22,0.91
SQD,QW37JD87Y488,Biotechnology and medical research,0.58,0.91,0.87,0.61
HVGG,QGY0AEB68KB9,Construction materials ,0.39,0.99,0.6,0.99
UFQ,SLKF9YRSDPT8,Construction materials ,0.68,0.76,0.65,0.88
GJU,OPM9O5G36XX7,Containers and packaging ,0.72,0.85,0.98,0.42
YMP,NTVDMDL21HP7,Containers and packaging ,0.79,0.94,0.75,0.49
OXVV,PK2UE6C2QBL4,Freight and logistics services,0.97,0.74,0.94,0.32
UGVO,CKRM610Y1J59,Healthcare equipment and supplies,0.67,0.89,0.53,0.88
FXMS,FX6H5JFODSH0,Leisure products,0.2,0.85,0.94,0.98
NTA,LZ59OY8QR1W5,Leisure products,0.61,0.71,0.65,1
IDT,CLSULXHOM9K1,Natural gas utilities,0.28,0.98,0.97,0.74
TMZ,QQU984XMJPG6,Oil and gas,0.76,0.97,0.48,0.76
RHP,GKDQPG2MP9W8,Personal and household,0.51,0.84,0.99,0.63
FRR,CCCLCX5A0WH1,Software and IT services,0.87,0.64,0.79,0.67
PAX,FZN42OQHYGD2,Textiles and apparel,0.49,0.59,0.95,0.93
OMID,BMSWYY55J061,Beverages,0.4,0.86,0.9,0.8
FWUM,PJ50PEK97MO3,Chemicals ,0.19,0.99,0.8,0.98
HFMP,MVY0R7KU1EA3,"Computers, phones and household electronics ",0.95,0.67,0.38,0.96
PIMY,GSBCD1IB2B96,Diversified retail,0.38,0.94,0.76,0.88
XEXF,WP4YI3LNTYH8,Electric utilities and IPPs,0.97,0.62,0.89,0.48
IRJA,SW9TWJLM4BH6,Food and drug retailing,0.83,0.62,0.87,0.64
CGT,TF37V92C9QK8,Food and tobacco,0.85,0.8,0.8,0.51
UJR,XG2XOZNZKV06,Household goods,0.81,0.8,0.94,0.41
VDBH,IOTE4WINBOM7,"Machinery, tools, heavy vehicles, trains and ships",0.81,0.63,0.83,0.69
BRM,UHKKS5490CZ0,Multiline utilities,0.81,0.39,0.81,0.95
GXEW,SHRNPD39EDD1,Natural gas utilities,0.99,0.68,0.82,0.47
QIC,ZYX7TBIBFW82,Office equipment,0.49,0.93,0.62,0.92
YVKF,TLWC95WJS8F3,Pharmaceuticals,0.64,0.89,0.77,0.66
OYUI,DXLNLMPUNZ52,Residential and commercial REITs,0.75,0.7,0.93,0.58
NCU,QY83H1TXIU30,Telecommunications services,0.7,0.8,0.74,0.72
STMM,WHVPD4F1FJU0,Telecommunications services,0.62,0.52,0.85,0.97
KGZQ,CK8LTQOD3IU3,Biotechnology and medical research,0.64,0.62,0.93,0.76
NZQB,HPPIZRKX5XS1,Collective investments,0.57,0.74,0.83,0.81
HUBY,ZF4PO8UH54C8,Communications and networking,0.99,0.64,0.34,0.98
AUF,SW90DPQSLIA3,Diversified industries,0.61,0.51,0.85,0.98
TMO,PU4ELXXLVHC3,Diversified retail,0.69,0.73,0.99,0.54
XZB,TTVIPJNZL4W8,Healthcare providers and services,0.62,0.89,0.97,0.47
QSRE,HK4KPT44UPS6,Household goods,0.85,0.91,0.84,0.35
AWAU,BBY3MFW8SDS1,Natural gas utilities,0.4,0.71,0.89,0.95
UEPL,IWIEEFEQN5Y7,Natural gas utilities,0.93,0.76,0.35,0.91
ZIX,JXAVP6YR95S9,Paper and forest products,0.87,0.42,0.92,0.74
YVY,ROISSZKJAP46,Textiles and apparel,0.83,0.56,0.63,0.93
YJKO,VJ0KYLUGH7B8,Uranium,0.79,0.48,0.9,0.78
YGGN,SR3NND50P4C9,Homebuilding and construction supplies,0.95,0.49,0.63,0.88
LJV,FKDUO3PKOS33,"Machinery, tools, heavy vehicles, trains and ships",0.86,0.9,0.58,0.61
WGI,NFQWU5XOPO33,Media and publishing,0.99,0.72,0.9,0.34
JJZ,KD3PY0SPWMS1,Passenger transportation services,0.92,0.94,0.32,0.77
XEJF,HBCA0SQYNEB8,Aerospace and defense,0.9,0.6,0.53,0.91
LVE,VA2L8HUTNXZ4,Construction and engineering,0.93,0.48,0.64,0.89
QTQ,RF9IDQ66I4M9,Hotels and entertainment services,0.65,0.53,0.83,0.93
PMU,UZHPGTF52RX6,Investment holding companies,0.65,0.97,0.53,0.79
DSG,BB514O6ZBMF7,Media and publishing,0.66,0.87,0.65,0.76
VZU,HW0SRNSISAZ0,Multiline utilities,0.99,0.92,0.06,0.97
OXH,VCJS6EQCVH61,Chemicals ,0.99,0.35,0.66,0.94
OSO,BL7AR6M9VU95,"Computers, phones and household electronics ",0.74,0.64,0.69,0.87
VFLJ,KLE9HTUVTRZ2,Diversified retail,0.81,0.56,0.97,0.6
DAEQ,ZQXWNERSLJ49,Food and drug retailing,0.84,0.86,0.9,0.34
DBA,SQ4VAJZ7QMD6,Freight and logistics services,0.81,0.97,0.48,0.68
SJG,EEWPD3HG8SQ1,Insurance,0.99,0.92,0.17,0.86
ZCKI,VEORRMYKQQM9,Insurance,0.69,0.52,0.98,0.75
FEXB,VQG4O8PUC2B7,Investment banking and investment services,0.92,0.75,0.9,0.37
IYX,RMC3E71HO4K1,Investment banking and investment services,0.98,0.11,0.93,0.92
OSUF,MKMOCEIM6LM2,Natural gas utilities,0.93,0.89,0.76,0.36
KWD,ILBTG9HT5AP0,Renewable energy,0.99,0.97,0.25,0.73
SZOX,UWYR7LFF15H9,Residential and commercial REITs,0.92,0.36,0.77,0.89
ZUO,QCNBTNVIHEU7,Telecommunications services,0.94,0.2,0.85,0.95
ADKP,VK17B9ZQB3B9,Automobiles and auto parts ,0.66,0.96,0.49,0.82
HLV,TSDVQEG7IEE4,Biotechnology and medical research,0.98,0.99,0.07,0.89
ZZJN,UDR5A8OH9W09,Electric utilities and IPPs,0.81,0.89,0.61,0.62
ZEPV,THMS4L11LJB1,Electronic equipment and parts,0.34,0.81,0.93,0.85
TNI,AMDUGT0LDV29,Food and drug retailing,0.53,0.81,0.92,0.67
NIYJ,CU4R3EX1ZN85,Food and tobacco,0.86,0.59,0.82,0.66
SJXE,TWY7R23XWYD7,Healthcare equipment and supplies,0.82,0.89,0.77,0.45
ITT,JYNNPFNHP3N6,Healthcare providers and services,0.88,0.78,0.91,0.36
AUS,ZGLLNYJ1O2N7,Household goods,0.95,0.81,0.88,0.29
ZPRO,SFYJ3P2IAK12,Multiline utilities,0.77,0.87,0.81,0.48
KIEG,WOQHSRVD40C4,Oil and gas,0.98,0.89,0.27,0.79
EZC,YDW36R8TM8H7,Passenger transportation services,0.82,0.92,0.44,0.75
BYB,XGTRWJWFQHX7,Pharmaceuticals,0.77,0.64,0.61,0.91
PWRY,JGXOOEJXBD84,Real estate operations,0.52,0.61,0.87,0.93
LUQ,GD4OLB370HS9,Software and IT services,0.76,0.93,0.33,0.91
SPF,YXE2CORH64V3,Specialty retailers,0.56,0.63,0.83,0.91
OHC,ACCZL3B12MQ6,Telecommunications services,0.65,0.53,0.78,0.97
CCZC,IN4XIZM9QDG9,Chemicals ,0.22,0.88,0.99,0.84
TADU,FUF60900NB22,Coal ,0.67,0.79,0.75,0.72
QBDQ,YWUWFGW21095,Investment holding companies,0.94,0.84,0.24,0.91
LED,EO2N3YFK9TL9,Office equipment,0.69,0.58,0.9,0.76
CVB,SPQQD1KFSB89,Passenger transportation services,0.63,0.61,0.7,0.99
JFJ,LTZK6IY51TE4,Personal and household,0.65,0.96,0.57,0.75
UVQD,LEMC56MJPHO7,Professional and commercial services,0.34,0.8,0.99,0.8
REM,BVQIPBXT69E6,Residential and commercial REITs,0.82,0.38,0.75,0.98
TUIQ,IUMO9PI55R09,Textiles and apparel,0.95,0.18,0.85,0.95
YJCY,MFJ80B3Z2NJ0,Investment holding companies,0.9,0.16,0.93,0.93
OWW,WXVVH02TRNJ6,Automobiles and auto parts ,0.93,0.71,0.44,0.84
VDM,HWPMWD7B0OQ9,Construction and engineering,0.69,0.81,0.9,0.52
EEN,RGKWGN221B42,Food and drug retailing,0.69,0.49,0.92,0.82
FRAP,YMDYLHLMI8N7,Freight and logistics services,0.97,0.37,0.85,0.73
FFBX,AAZDLF9HB025,Hotels and entertainment services,0.96,0.77,0.58,0.61
SUSP,FCFCW6LEFFY7,Household goods,0.97,0.73,0.94,0.28
WUQA,MRB2K0DYNAG1,Household goods,0.32,0.93,0.97,0.7
DHAD,UT4XMHJUEAD9,Industrial conglomerates,1,0.88,0.83,0.21
ASK,MJ3LDZIVIEY8,"Machinery, tools, heavy vehicles, trains and ships",0.72,0.76,0.67,0.77
DRCH,XM9IZ8OP5LG8,"Machinery, tools, heavy vehicles, trains and ships",1,0.73,0.72,0.47
YVTT,PGICLUI5U9K1,Metals and mining ,0.68,0.86,0.89,0.49
BIHW,CGXIFBUZ9FM5,Paper and forest products,0.86,0.8,0.71,0.55
VPR,RQGKAGK8I5R2,Personal and household,0.79,0.88,0.94,0.31
RCH,NKZST76T65I6,Pharmaceuticals,0.86,0.92,0.8,0.34
TUIV,YRQTXXTG5ZM8,Pharmaceuticals,0.71,0.6,0.83,0.78
LHUQ,XYWUXA899BF7,Uranium,0.65,0.46,0.97,0.84
WAWN,AAJS4G2XHL98,Aerospace and defense,0.89,0.92,0.2,0.9
OHL,HY39FN4ZARL6,Automobiles and auto parts ,0.35,0.62,0.97,0.97
BEB,DP8QRWIX7V56,Banking services,0.75,0.89,0.64,0.63
FVC,JL2IUKQBOS72,Construction and engineering,0.94,0.56,0.91,0.5
PUW,YFR2YEANRYB0,Hotels and entertainment services,0.75,0.48,0.89,0.79
RZRK,FCJ272CBEAV4,Industrial conglomerates,0.89,0.96,0.87,0.19
PRIG,KZCI7RK3KWM3,Metals and mining ,0.91,0.88,0.4,0.72
HGH,FYZO8SJCHO89,Office equipment,0.64,0.6,0.8,0.87
MIA,YWU21CIM8YI3,Paper and forest products,0.3,0.84,0.82,0.95
XJCG,PBZTFUXGUX91,Passenger transportation services,0.97,0.21,0.79,0.94
WWC,WUQWGJE4JU16,Pharmaceuticals,0.65,0.96,0.55,0.75
DNZ,ZBORDVI0KQL5,Renewable energy,0.75,0.46,0.73,0.97
KEGE,NYRHLOGNEOE0,Renewable energy,0.92,0.17,0.95,0.87
UENZ,SQKZ7NAG0805,Residential and commercial REITs,0.95,0.98,0.06,0.92
AKPJ,WRI9F8D8WGP9,Software and IT services,0.77,0.85,0.92,0.37
BZHL,XS9JKPZ3QUC6,Uranium,0.98,0.87,0.1,0.96
SWJU,TZNILC29CVO0,Chemicals ,0.5,0.56,0.95,0.9
QQZE,ZFUR9KMQ2958,Software and IT services,0.84,0.77,0.61,0.69
XPA,KX7Q4BHWKY15,Coal ,0.79,0.74,0.9,0.47
LJE,MF5NPA1LJUH2,Pharmaceuticals,0.61,0.93,0.74,0.62
IMBO,LMYT0GMFJ8C3,Water and related utilities,0.52,0.66,0.77,0.95
XKYI,MDRFPGAXE415,Collective investments,0.29,0.97,0.83,0.81
GYLJ,PFCHGHCGPLF7,Electronic equipment and parts,0.52,0.86,0.79,0.73
QJJ,DCV0VZCI05Q5,Freight and logistics services,0.59,0.53,0.88,0.9
QXH,ZOWAQGOXD5X8,Freight and logistics services,0.04,0.94,0.99,0.93
YHPM,XD1A5UJYMRD1,Freight and logistics services,0.93,0.93,0.83,0.21
EMP,OBJG8Y0HJ094,Media and publishing,0.78,0.29,0.87,0.96
GYLI,FNR67AUL16U8,Real estate operations,0.87,0.82,0.92,0.29
GIL,IX15X5NFGZV7,Transport infrastructure,0.66,0.91,0.77,0.56
WKNN,UGYCNBKHZIG0,Residential and commercial REITs,0.69,0.99,0.5,0.72
QZMP,YQJSKXKRHH45,Food and tobacco,0.79,0.76,0.98,0.36
CTV,TFMEIZP9IZH2,Freight and logistics services,0.94,0.28,0.74,0.93
SXQX,MX9D9GKUEXT8,Freight and logistics services,0.99,0.8,0.91,0.19
IOG,CMAQJNZD6125,Investment holding companies,0.97,0.31,0.86,0.75
TGGD,HPJVR5FMZBL4,Residential and commercial REITs,0.76,0.9,0.84,0.39
RGCD,RD1ZR13HWQ85,Telecommunications services,0.84,0.58,0.68,0.79
VDW,BB4IS9R7I8T6,Telecommunications services,0.86,0.95,0.42,0.66
FTI,UERKWMM3VWW0,Textiles and apparel,0.76,0.71,0.53,0.89
YJS,IYL3NGUR2ED9,Textiles and apparel,0.97,0.65,0.62,0.65
MWPX,CJJYMI4QY3K7,Aerospace and defense,0.94,1,0.92,0.03
GJYH,TARTLGT1DJC6,Diversified retail,0.68,0.88,0.61,0.72
VVF,ZFY1HQXXP5A3,Metals and mining ,0.42,0.99,0.99,0.49
YWK,AB9E14FKVUD9,Household goods,0.38,0.78,0.79,0.93
JSKE,QL6UOE2EJCJ9,Water and related utilities,0.78,0.65,0.76,0.69
BXYD,FUJNGP8DK266,Aerospace and defense,0.95,0.79,0.9,0.24
RYSW,JQ3BV8FK3XK4,Aerospace and defense,0.25,0.76,0.87,1
AVU,VYDCYRKJHT97,Automobiles and auto parts ,0.95,0.57,0.49,0.87
ZBPY,BOJIRCXLAB29,Biotechnology and medical research,0.84,0.75,0.66,0.63
EHMX,ZR8PCVXJIZJ9,Coal ,0.47,0.98,0.86,0.57
EUE,PIPEDAVVS1J1,Communications and networking,0.95,0.81,0.19,0.93
WYN,XVB7M50GAQL0,Containers and packaging ,0.4,0.61,0.92,0.95
DEGR,TVLGLAG6JNW6,Diversified industries,0.61,0.74,0.58,0.95
BFM,MZ8U7XD69N40,Diversified retail,0.48,0.61,0.92,0.87
IPH,ER6UP1AT94B6,Diversified retail,0.56,0.57,0.83,0.92
SFV,YWWT18UA9UA7,Electric utilities and IPPs,0.24,0.84,0.94,0.86
CBLS,EB6UCXR9S6H5,Freight and logistics services,0.68,0.66,0.91,0.63
GFA,USMFOATRL639,Insurance,0.33,0.67,1,0.88
MKE,JH1HM45789I3,Insurance,0.66,0.91,0.76,0.55
MRK,CUAO6NP47DW0,"Machinery, tools, heavy vehicles, trains and ships",0.97,0.82,0.16,0.93
MKYY,DEKCQMELB0X7,Media and publishing,0.47,0.81,0.76,0.84
KFIB,WXURN6AWC4K8,Metals and mining ,0.61,0.98,0.54,0.75
PGRI,ZUEQX133XIF3,Paper and forest products,0.98,0.84,0.65,0.41
CWVE,NREN76UXZX73,Passenger transportation services,0.76,0.94,0.6,0.58
TNJV,QK89YMLNFA74,Personal and household,0.84,0.83,0.5,0.71
CCYS,TFNV3CN46SG4,Professional and commercial services,0.91,0.97,0.77,0.23
QUJ,EI3KKUEWJ186,Professional and commercial services,0.97,0.17,0.82,0.92
OHI,IG95OTP9GYC8,Residential and commercial REITs,0.6,0.55,0.93,0.8
UQM,NRP2VZVSIZI9,Residential and commercial REITs,0.16,0.84,0.94,0.94
XRY,ZZZL843QFHX6,Specialty retailers,0.62,0.51,0.93,0.82
UBC,EQY12G3FX7R3,Textiles and apparel,0.96,0.82,0.25,0.85
LGX,VL85OSYZQB60,Uranium,0.94,0.29,0.71,0.94
NAFQ,KI8PQNULRN32,Natural gas utilities,0.83,0.76,0.97,0.32
TDN,KE5WKKA1H5L8,"Computers, phones and household electronics ",0.88,0.35,0.65,0.99
HECW,LHLM2JHBIT47,Electric utilities and IPPs,0.61,0.98,0.85,0.43
ZRV,CJVJFORIKKZ7,Household goods,0.82,0.68,0.63,0.74
RBS,LJQSPM5AP6G8,Industrial conglomerates,0.75,0.78,0.91,0.43
KAQY,OW8DBV9MZNI7,Personal and household,0.39,0.68,0.9,0.9
WGQ,SCLD86KOF4C3,Professional and commercial services,0.5,0.83,0.82,0.72
CVRV,PVG7TSECK703,Renewable energy,0.99,0.44,0.73,0.71
EXG,EPFI19MWDV12,Renewable energy,0.76,0.78,0.53,0.8
FIMI,SR737319SF96,Renewable energy,0.98,0.28,0.65,0.96
YMLN,ALI4XWHHXU68,Telecommunications services,0.48,0.78,0.66,0.95
YCH,EFCZ1SQVGA19,Aerospace and defense,0.82,0.84,0.83,0.38
ERI,XLL7DUAOF7Q4,Diversified industries,0.88,0.84,0.33,0.82
VPZM,IXT8WB01DLH3,Diversified industries,0.84,0.96,1,0.07
VMMF,FQ2G5OT8NRH3,Electronic equipment and parts,0.98,0.86,0.63,0.4
TSW,VH8MVWYBN460,Freight and logistics services,0.71,0.77,0.95,0.44
SDWN,GWBPBT3FWF01,Real estate operations,0.37,0.95,0.65,0.9
ULJJ,PGKFPIDNPBI2,Hotels and entertainment services,0.78,0.33,0.9,0.85
LQM,RAV667UJGP99,Investment banking and investment services,0.47,0.57,0.91,0.91
TRX,QF19RPNN11Y7,Media and publishing,0.67,0.68,0.68,0.83
WNZV,NYT2DALIUI51,Office equipment,0.84,0.99,0.75,0.28
UGH,ATN6Z2HPLTZ2,Oil and gas,0.98,0.91,0.97,
UQUY,QHZZ1Z6G8J98,Oil and gas related equipment and services,0.85,0.94,0.74,0.33
XNAV,FNG5KK89EU14,Paper and forest products,0.4,0.91,0.97,0.58
EZRL,YLQ7CPJP8CQ9,Real estate operations,0.87,0.25,0.75,0.99
KZDR,HI9GQ2JU2QO4,Real estate operations,0.47,0.99,0.68,0.72
MGOT,LUGF7XXP8XA5,Software and IT services,0.87,0.53,0.76,0.7
GEHA,WIXEVB0Q9BZ1,Uranium,0.33,0.93,0.63,0.97
JJS,NUEY2QRYIQ21,Uranium,0.88,0.62,0.95,0.41
UDV,CPV6N3K1D2S0,Water and related utilities,0.77,0.72,0.4,0.97
TAMR,ABDM5YUEPRO0,Chemicals ,0.76,0.51,0.77,0.82
IIL,BT7GLK3TH6S6,Coal ,0.63,0.81,0.75,0.67
XKL,CRPNNYOSGZK1,Containers and packaging ,0.89,0.58,0.97,0.42
STHY,IMNWWWQD9JN3,Homebuilding and construction supplies,0.91,0.29,0.68,0.98
DJI,DEK4W11HO7U5,Hotels and entertainment services,0.7,0.56,0.96,0.64
OBN,TDPC4TC833W1,Household goods,0.3,0.92,0.99,0.65
RYTM,DNMORGF914Q9,Investment banking and investment services,0.71,0.92,0.55,0.68
DNII,SV2FMBR7DUE4,Leisure products,0.48,0.94,0.55,0.89
LYPK,APFR1HS9XUB1,"Machinery, tools, heavy vehicles, trains and ships",0.97,0.39,0.54,0.96
EMYZ,ZQM3G8ORQ0D8,Metals and mining ,0.86,0.93,0.36,0.71
YQS,YGXDX0WHYYU8,Multiline utilities,0.78,0.59,0.84,0.65
WNVB,DWQ3LY9AV502,Oil and gas,0.72,0.57,0.94,0.63
DAX,QLNB1Z5V39L3,Paper and forest products,1,0.9,,0.96
RJV,HX3EHT2J8FQ7,Paper and forest products,0.96,0.36,0.62,0.92
DIW,BHRIW0CHI3E8,Automobiles and auto parts ,0.82,0.72,0.98,0.33
UPGN,PD0XDPFFJTX2,Coal ,0.91,0.77,0.6,0.57
VJV,DNAW5ZXP3UG5,Coal ,0.85,0.77,0.65,0.58
MRS,QXJWC9AU1YF5,Construction and engineering,,0.97,0.95,0.93
IVEK,FP1DUIV59PY5,Diversified industries,0.39,0.73,0.84,0.89
ALZW,CUMTRCHV27N1,Electronic equipment and parts,0.81,0.52,0.61,0.91
UYRK,QYWGN0X4XYC2,Healthcare equipment and supplies,0.98,0.77,0.93,0.17
